start-x,start-y,end-x,end-y,start-time,end-time,car-id,car-type,average-speed
124,111,140,184,2015-11-18 15:37:58,2015-11-18 15:49:43,20153718023735-885,1,29.71914893617021
129,50,183,87,2015-11-18 15:50:45,2015-11-18 16:09:30,20153018033001-999,3,31.296
124,111,140,184,2015-11-18 17:32:29,2015-11-18 17:41:39,20155518045508-953,5,38.09454545454545
65,144,115,167,2015-11-18 22:02:44,2015-11-18 22:18:38,20154818094849-557,2,32.37735849056604
124,111,140,184,2015-11-19 02:06:36,2015-11-19 02:16:40,20151419011449-17,4,34.6887417218543
183,87,140,184,2015-11-19 01:27:35,2015-11-19 01:46:32,20152719012735-573,5,35.71503957783641
65,144,17,67,2015-11-19 02:04:01,2015-11-19 02:18:35,20154219014209-728,6,32.37528604118993
65,144,17,67,2015-11-19 02:39:41,2015-11-19 02:54:26,20154619014630-731,2,31.972881355932202
183,87,140,184,2015-11-19 02:54:36,2015-11-19 03:12:01,20155419025436-439,6,38.85933014354067
65,144,17,67,2015-11-19 06:00:50,2015-11-19 06:12:46,20154719054715-742,3,39.5195530726257
69,98,62,13,2015-11-19 07:48:03,2015-11-19 08:02:27,20151219061259-337,3,31.5
138,181,128,175,2015-11-19 15:01:26,2015-11-19 15:02:54,20151319081302-226,2P,39.272727272727266
138,181,128,175,2015-11-19 12:03:04,2015-11-19 12:04:53,20153819083843-621,2P,31.706422018348622
62,13,115,167,2015-11-19 09:42:36,2015-11-19 10:02:12,20154219094236-720,4,39.857142857142854
69,98,62,13,2015-11-19 12:29:59,2015-11-19 12:42:18,20151019121020-200,1,36.828146143437074
65,144,17,67,2015-11-19 17:12:11,2015-11-19 17:24:12,20152719042722-615,2,39.245492371705964
62,13,115,167,2015-11-19 22:41:42,2015-11-19 23:01:47,20154119104142-683,5,38.89792531120332
140,184,183,87,2015-11-19 23:21:40,2015-11-19 23:43:09,20152119112140-97,2,31.50349107835531
64,25,62,13,2015-11-20 00:48:46,2015-11-20 00:50:21,20151920121938-201,4,31.83157894736842
64,25,62,13,2015-11-20 04:18:30,2015-11-20 04:20:02,20155020035008-254,3,32.869565217391305
138,181,128,175,2015-11-20 15:22:10,2015-11-20 15:23:52,20155820115836-402,2P,33.88235294117647
69,98,62,13,2015-11-20 13:32:54,2015-11-20 13:44:03,20154920124914-234,2,40.681614349775785
138,181,128,175,2015-11-20 15:45:55,2015-11-20 15:47:27,20155320015318-618,2P,37.565217391304344
64,25,115,167,2015-11-20 16:50:15,2015-11-20 17:11:25,20151820041859-498,3,34.86614173228346
64,25,62,13,2015-11-20 20:11:18,2015-11-20 20:12:43,20154320074335-899,4,35.576470588235296
69,98,62,13,2015-11-20 21:06:05,2015-11-20 21:18:43,20154620084600-377,1,35.90501319261214
69,98,62,13,2015-11-20 21:22:18,2015-11-20 21:33:40,20150420090412-587,5,39.90615835777126
64,25,62,13,2015-11-20 22:45:12,2015-11-20 22:46:57,20151020101057-778,5,28.799999999999997
138,181,128,175,2015-11-21 07:28:58,2015-11-21 07:30:43,20152921062957-268,2P,32.91428571428571
104,32,183,87,2015-11-21 11:34:09,2015-11-21 11:57:13,20150021110015-325,2,30.277456647398843
138,181,128,175,2015-11-21 15:01:21,2015-11-21 15:03:01,20153721113736-947,2P,34.56
64,25,115,167,2015-11-21 12:47:52,2015-11-21 13:07:43,20151821121835-92,6,37.178841309823675
186,55,183,87,2015-11-21 15:07:21,2015-11-21 15:14:01,20153221023210-641,2,31.860000000000003
138,181,128,175,2015-11-21 18:09:04,2015-11-21 18:10:44,20152021032045-534,2P,34.56
138,181,128,175,2015-11-21 18:51:03,2015-11-21 18:52:41,20153121043100-759,2P,35.26530612244898
140,184,183,87,2015-11-21 19:06:47,2015-11-21 19:25:47,20150621070647-455,5,35.62105263157895
124,111,140,184,2015-11-21 20:40:01,2015-11-21 20:50:55,20151621081613-981,3,32.03669724770642
65,144,17,67,2015-11-21 21:02:41,2015-11-21 21:17:02,20154121084112-914,2,32.864111498257834
124,111,140,184,2015-11-21 21:56:04,2015-11-21 22:05:43,20153521093500-807,2,36.18652849740933
65,144,17,67,2015-11-22 01:51:54,2015-11-22 02:05:45,20153622013612-921,6,34.05054151624549
62,13,115,167,2015-11-22 03:01:39,2015-11-22 03:24:25,20150122030139-293,1,34.31332357247438
65,144,17,67,2015-11-22 05:14:11,2015-11-22 05:28:37,20152022042021-344,4,32.674364896073904
138,181,128,175,2015-11-22 10:48:37,2015-11-22 10:50:11,20155222065258-26,2P,36.76595744680851
138,181,128,175,2015-11-22 13:15:22,2015-11-22 13:17:04,20151522101505-183,2P,33.88235294117647
65,144,115,167,2015-11-22 14:15:32,2015-11-22 14:31:15,20150122020145-884,1,32.75503711558855
138,181,128,175,2015-11-22 16:32:00,2015-11-22 16:33:35,20150222030253-528,2P,36.37894736842105
136,137,140,184,2015-11-22 17:07:44,2015-11-22 17:14:54,20154622034647-978,2,30.641860465116274
104,32,183,87,2015-11-22 16:59:22,2015-11-22 17:18:36,20153122043103-43,1,36.31195840554592
104,32,183,87,2015-11-22 17:06:46,2015-11-22 17:25:10,20155722045717-959,6,37.95652173913044
64,25,62,13,2015-11-22 18:10:40,2015-11-22 18:12:08,20154322054320-298,3,34.36363636363636
104,32,183,87,2015-11-22 21:52:23,2015-11-22 22:14:49,20154022094045-758,1,31.132243684992567
65,144,115,167,2015-11-22 23:21:25,2015-11-22 23:37:03,20150722110746-805,2,32.929637526652456
115,167,62,13,2015-11-22 23:39:12,2015-11-22 23:59:06,20153922113912-625,6,39.256281407035175
69,98,62,13,2015-11-23 00:09:49,2015-11-23 00:24:32,20154622114624-371,2,30.822197055492637
64,25,62,13,2015-11-23 03:30:46,2015-11-23 03:32:21,20150123030104-225,1,31.83157894736842
65,144,17,67,2015-11-23 08:25:57,2015-11-23 08:40:57,20153023073004-932,2,31.439999999999998
64,25,62,13,2015-11-23 08:49:00,2015-11-23 08:50:29,20151923081953-802,1,33.97752808988764
65,144,17,67,2015-11-25 15:02:25,2015-11-25 15:14:01,20154023084052-167,1,40.6551724137931
138,181,128,175,2015-11-23 11:18:10,2015-11-23 11:19:41,20152923092956-645,2P,37.97802197802198
69,98,62,13,2015-11-23 10:09:10,2015-11-23 10:20:54,20155023095030-537,2,38.65909090909091
104,32,183,87,2015-11-23 13:23:50,2015-11-23 13:44:02,20154323124317-79,3,34.57425742574257
138,181,128,175,2015-11-23 18:23:25,2015-11-23 18:24:56,20154623034636-586,2P,37.97802197802198
138,181,128,175,2015-11-24 00:24:18,2015-11-24 00:26:00,20155423045451-965,2P,33.88235294117647
65,144,17,67,2015-11-23 19:51:51,2015-11-23 20:03:22,20151023071017-983,2,40.94934876989869
104,32,183,87,2015-11-23 20:17:14,2015-11-23 20:39:13,20153323073317-261,6,31.76952236542835
69,98,62,13,2015-11-23 23:37:08,2015-11-23 23:50:04,20151623111635-221,6,35.072164948453604
104,32,183,87,2015-11-24 13:44:16,2015-11-24 14:06:02,20154524084534-448,2,32.085758039816234
64,25,115,167,2015-11-24 09:33:35,2015-11-24 09:55:54,20150224090221-347,3,33.069454817027626
64,25,62,13,2015-11-24 09:54:07,2015-11-24 09:55:37,20152424092452-62,2,33.599999999999994
64,25,62,13,2015-11-24 10:13:14,2015-11-24 10:14:46,20154424094438-22,3,32.869565217391305
65,144,17,67,2015-11-24 16:12:41,2015-11-24 16:24:45,20152724032734-919,1,39.0828729281768
138,181,128,175,2015-11-25 01:30:31,2015-11-25 01:31:59,20154924044946-611,2P,39.272727272727266
138,181,128,175,2015-11-24 19:02:11,2015-11-24 19:03:35,20154124054158-779,2P,41.14285714285714
64,25,62,13,2015-11-24 18:12:27,2015-11-24 18:13:57,20154424054432-658,2,33.599999999999994
138,181,128,175,2015-11-24 22:25:59,2015-11-24 22:27:23,20155924055928-624,2P,41.14285714285714
124,111,140,184,2015-11-24 19:27:29,2015-11-24 19:36:47,20154924064932-969,2,37.54838709677419
104,32,183,87,2015-11-24 19:19:48,2015-11-24 19:42:14,20150824070810-674,1,31.132243684992567
104,32,183,87,2015-11-24 20:16:31,2015-11-24 20:35:14,20150624080649-350,2,37.31433659839714
124,111,140,184,2015-11-25 01:43:16,2015-11-25 01:53:36,20155025125004-671,4,33.79354838709677
124,111,140,184,2015-11-25 01:35:27,2015-11-25 01:46:21,20155025125055-97,1,32.03669724770642
65,144,17,67,2015-11-25 05:41:22,2015-11-25 05:53:03,20155925045907-390,2,40.36519258202568
64,25,115,167,2015-11-25 08:55:10,2015-11-25 09:15:19,20152525082524-985,2,36.62531017369727
138,181,128,175,2015-11-25 10:27:09,2015-11-25 10:28:52,20150725090731-539,2P,33.55339805825243
138,181,128,175,2015-11-25 13:02:39,2015-11-25 13:04:14,20155225095237-844,2P,36.37894736842105
150,177,183,87,2015-11-25 14:02:54,2015-11-25 14:21:10,20150425010453-132,2,38.03649635036496
138,181,128,175,2015-11-25 17:45:10,2015-11-25 17:46:43,20154625014650-216,2P,37.16129032258064
64,25,115,167,2015-11-25 14:59:07,2015-11-25 15:20:17,20152925022933-385,5,34.86614173228346
138,181,128,175,2015-11-25 19:01:59,2015-11-25 19:03:49,20154025044040-916,2P,31.418181818181818
64,25,115,167,2015-11-25 22:54:26,2015-11-25 23:14:28,20152425102452-494,6,36.83860232945091
64,25,115,167,2015-11-26 00:04:05,2015-11-26 00:26:00,20153125113145-954,2,33.673003802281364
115,167,62,13,2015-11-25 23:32:56,2015-11-25 23:52:59,20153225113256-556,3,38.96259351620947
64,25,115,167,2015-11-26 15:35:34,2015-11-26 15:57:44,20153726053710-587,3,33.29323308270676
65,144,17,67,2015-11-26 07:16:04,2015-11-26 07:29:20,20152626062634-704,6,35.54773869346733
138,181,128,175,2015-11-26 09:11:39,2015-11-26 09:13:09,20155526065516-845,2P,38.4
64,25,115,167,2015-11-26 10:38:59,2015-11-26 11:02:03,20150626100642-172,3,31.99421965317919
138,181,128,175,2015-11-26 14:00:39,2015-11-26 14:02:26,20150826010827-89,2P,32.299065420560744
124,111,140,184,2015-11-26 13:53:28,2015-11-26 14:04:02,20153026013023-925,2,33.04731861198738
124,111,140,184,2015-11-26 14:18:53,2015-11-26 14:30:16,20155426015402-453,1,30.676427525622255
138,181,128,175,2015-11-26 18:19:44,2015-11-26 18:21:31,20151926031910-11,2P,32.299065420560744
138,181,128,175,2015-11-26 18:49:06,2015-11-26 18:50:50,20150726040708-63,2P,33.23076923076923
104,32,183,87,2015-11-26 22:34:49,2015-11-26 22:54:17,20150626100609-1,1,35.87671232876712
65,144,115,167,2015-11-26 23:38:19,2015-11-26 23:54:31,20152426112406-630,5,31.777777777777775
138,181,128,175,2015-11-27 09:31:02,2015-11-27 09:32:30,20150827060825-381,2P,39.272727272727266
104,32,183,87,2015-11-27 08:35:06,2015-11-27 08:52:59,20150827080852-566,1,39.05312208760484
65,144,17,67,2015-11-27 08:35:51,2015-11-27 08:48:54,20151627081615-572,4,36.137931034482754
64,25,115,167,2015-11-27 12:27:36,2015-11-27 12:47:23,20154527084549-733,3,37.30412805391743
65,144,17,67,2015-11-27 09:54:56,2015-11-27 10:06:52,20151127091157-308,4,39.5195530726257
140,184,183,87,2015-11-27 10:08:37,2015-11-27 10:27:54,20150827100837-497,1,35.09766637856525
64,25,62,13,2015-11-27 11:43:51,2015-11-27 11:45:35,20151027111009-160,3,29.076923076923077
64,25,62,13,2015-11-27 15:33:14,2015-11-27 15:34:53,20150127030109-159,3,30.545454545454543
65,144,17,67,2015-11-27 16:34:34,2015-11-27 16:48:28,20151827041851-202,2,33.92805755395683
115,167,62,13,2015-11-27 20:22:12,2015-11-27 20:44:41,20152227082212-733,1,34.745737583395105
64,25,62,13,2015-11-28 05:02:16,2015-11-28 05:03:42,20153428043416-290,1,35.16279069767442
64,25,62,13,2015-11-28 05:53:49,2015-11-28 05:55:37,20152028052035-302,4,28.0
64,25,62,13,2015-11-28 08:35:08,2015-11-28 08:36:42,20150428080425-76,4,32.170212765957444
104,32,183,87,2015-11-28 09:21:26,2015-11-28 09:44:30,20150928090928-39,1,30.277456647398843
138,181,128,175,2015-11-28 14:50:15,2015-11-28 14:52:03,20150828120829-407,2P,32.0
65,144,17,67,2015-11-28 12:35:12,2015-11-28 12:48:26,20152028122013-334,3,35.63727959697733
138,181,128,175,2015-11-28 16:34:21,2015-11-28 16:36:03,20153728123701-400,2P,33.88235294117647
124,111,140,184,2015-11-28 15:06:17,2015-11-28 15:16:20,20151428021436-718,3,34.74626865671641
65,144,17,67,2015-11-28 15:45:56,2015-11-28 15:58:05,20152728032742-198,2,38.81481481481481
64,25,115,167,2015-11-28 16:56:09,2015-11-28 17:16:32,20155628035624-221,3,36.206050695012266
138,181,128,175,2015-11-28 18:00:43,2015-11-28 18:02:12,20150628040625-94,2P,38.831460674157306
124,111,140,184,2015-11-28 20:33:07,2015-11-28 20:43:08,20151128081117-253,1,34.86189683860233
69,98,62,13,2015-11-28 23:35:58,2015-11-28 23:48:54,20151528111524-130,5,35.072164948453604
65,144,17,67,2015-11-29 03:01:05,2015-11-29 03:14:04,20151429021418-221,4,36.32349165596919
65,144,115,167,2015-11-29 04:31:29,2015-11-29 04:45:24,20151929041918-859,1,36.99161676646707
138,181,128,175,2015-11-29 15:14:41,2015-11-29 15:16:12,20150229060250-368,2P,37.97802197802198
69,98,62,13,2015-12-01 14:40:03,2015-12-01 14:53:37,20154629064615-476,1,33.434889434889435
124,111,140,184,2015-11-29 07:39:37,2015-11-29 07:49:56,20151729071706-182,2,33.8481421647819
140,184,183,87,2015-11-29 07:37:12,2015-11-29 07:54:51,20153729073712-433,3,38.345609065155806
64,25,115,167,2015-11-29 09:36:06,2015-11-29 09:58:00,20150329090346-314,1,33.698630136986296
138,181,128,175,2015-11-29 11:12:01,2015-11-29 11:13:27,20155729095755-261,2P,40.1860465116279
64,25,115,167,2015-11-29 13:23:56,2015-11-29 13:43:34,20155629125627-193,2,37.58913412563667
138,181,128,175,2015-11-29 16:48:57,2015-11-29 16:50:39,20154329014358-80,2P,33.88235294117647
104,32,183,87,2015-11-29 15:46:24,2015-11-29 16:08:02,20153529033511-7,4,32.283513097072415
64,25,115,167,2015-11-29 16:34:35,2015-11-29 16:55:15,20150429040409-724,4,35.70967741935483
138,181,128,175,2015-11-29 23:46:43,2015-11-29 23:48:14,20152329042336-445,2P,37.97802197802198
64,25,62,13,2015-11-29 18:00:45,2015-11-29 18:02:31,20152729052750-787,1,28.528301886792452
64,25,115,167,2015-11-29 18:32:53,2015-11-29 18:55:37,20150129060102-704,4,32.4633431085044
140,184,183,87,2015-11-29 21:42:13,2015-11-29 22:00:18,20154229094213-344,3,37.42672811059908
65,144,17,67,2015-11-30 02:14:52,2015-11-30 02:26:47,20153030013028-701,4,39.57482517482517
69,98,62,13,2015-11-30 06:34:11,2015-11-30 06:48:20,20151130061138-166,5,32.0565371024735
136,137,140,184,2015-11-30 09:57:24,2015-11-30 10:03:07,20153030093015-237,2,38.413994169096206
65,144,17,67,2015-11-30 11:02:35,2015-11-30 11:16:36,20154130104133-234,1,33.64565992865636
138,181,128,175,2015-11-30 20:36:47,2015-11-30 20:38:19,20152730112706-517,2P,37.565217391304344
138,181,128,175,2015-11-30 14:15:47,2015-11-30 14:17:24,20154430124427-412,2P,35.628865979381445
138,181,128,175,2015-11-30 14:25:55,2015-11-30 14:27:41,20155930125954-496,2P,32.60377358490566
65,144,17,67,2015-11-30 14:30:06,2015-11-30 14:44:03,20153930013951-273,4,33.806451612903224
65,144,17,67,2015-11-30 16:44:28,2015-11-30 16:57:18,20152530042509-982,4,36.748051948051945
124,111,140,184,2015-11-30 17:44:40,2015-11-30 17:55:03,20155130045107-925,5,33.63081861958266
65,144,17,67,2015-11-30 17:47:02,2015-11-30 17:58:58,20150430050401-73,2,39.5195530726257
124,111,140,184,2015-11-30 17:40:18,2015-11-30 17:49:18,20152030052037-191,1,38.8
65,144,115,167,2015-11-30 18:18:50,2015-11-30 18:32:21,20150730060700-354,4,38.08631319358816
124,111,140,184,2015-11-30 21:39:54,2015-11-30 21:50:14,20155730085748-465,1,33.79354838709677
64,25,62,13,2015-11-30 21:36:59,2015-11-30 21:38:35,20150730090712-771,1,31.499999999999996
116,151,115,167,2015-12-01 03:38:18,2015-12-01 03:40:05,20155201025245-696,4,34.3177570093458
138,181,128,175,2015-12-01 16:15:55,2015-12-01 16:17:33,20150001120031-180,2P,35.26530612244898
64,25,62,13,2015-12-01 14:00:09,2015-12-01 14:01:57,20152601012639-8,1,28.0
138,181,128,175,2015-12-01 17:16:41,2015-12-01 17:18:14,20155601015614-161,2P,37.16129032258064
124,111,140,184,2015-12-01 16:15:12,2015-12-01 16:25:47,20150801030815-386,1,32.995275590551174
183,87,140,184,2015-12-01 20:53:22,2015-12-01 21:10:38,20155301085322-946,1,39.196911196911195
64,25,62,13,2015-12-01 23:45:54,2015-12-01 23:47:25,20151701111735-536,6,33.230769230769226
104,32,183,87,2015-12-02 03:11:30,2015-12-02 03:34:54,20152402022440-487,5,29.846153846153843
65,144,17,67,2015-12-02 12:54:28,2015-12-02 13:07:15,20153402113442-545,1,36.89178617992177
138,181,128,175,2015-12-02 15:42:20,2015-12-02 15:43:43,20155602015644-60,2P,41.63855421686747
138,181,128,175,2015-12-02 21:23:25,2015-12-02 21:25:00,20150202030203-631,2P,36.37894736842105
65,144,17,67,2015-12-02 16:41:20,2015-12-02 16:52:56,20155902035928-553,4,40.6551724137931
65,144,17,67,2015-12-02 18:25:21,2015-12-02 18:38:26,20153802053809-61,5,36.04585987261146
62,13,115,167,2015-12-02 22:22:16,2015-12-02 22:46:30,20152202102216-351,2,32.236588720770285
115,167,62,13,2015-12-03 00:24:11,2015-12-03 00:49:17,20152403122411-987,2,31.123505976095615
65,144,17,67,2015-12-03 04:50:15,2015-12-03 05:02:40,20153603043612-556,2,37.981208053691276
138,181,128,175,2015-12-03 15:00:48,2015-12-03 15:02:34,20155003065006-500,2P,32.60377358490566
138,181,128,175,2015-12-03 16:27:52,2015-12-03 16:29:25,20151503081557-917,2P,37.16129032258064
136,137,140,184,2015-12-03 08:59:02,2015-12-03 09:06:02,20153303083328-325,3,31.37142857142857
138,181,128,175,2015-12-03 12:41:38,2015-12-03 12:43:08,20155003085057-623,2P,38.4
138,181,128,175,2015-12-03 13:07:12,2015-12-03 13:08:49,20154603104658-801,2P,35.628865979381445
183,87,140,184,2015-12-03 12:23:55,2015-12-03 12:43:47,20152303122355-921,1,34.06711409395973
65,144,17,67,2015-12-03 22:21:56,2015-12-03 22:37:08,20152503092511-223,1,31.026315789473678
64,25,115,167,2015-12-05 15:00:05,2015-12-05 15:23:50,20154904064902-300,1,31.073684210526313
65,144,17,67,2015-12-04 09:12:15,2015-12-04 09:24:25,20152804082816-432,5,38.76164383561643
104,32,183,87,2015-12-04 08:59:19,2015-12-04 09:19:44,20152904082911-449,3,34.20734693877551
104,32,183,87,2015-12-04 10:30:08,2015-12-04 10:49:28,20150104100141-172,4,36.124137931034475
138,181,128,175,2015-12-04 13:40:55,2015-12-04 13:42:27,20155904105900-757,2P,37.565217391304344
65,144,17,67,2015-12-04 13:33:46,2015-12-04 13:48:12,20151204011207-25,4,32.674364896073904
65,144,17,67,2015-12-05 00:18:53,2015-12-05 00:30:30,20153604113655-937,6,40.596843615494976
65,144,17,67,2015-12-05 02:31:51,2015-12-05 02:44:56,20151705021700-731,1,36.04585987261146
140,184,183,87,2015-12-05 04:01:31,2015-12-05 04:23:39,20150105040131-344,3,30.57831325301205
65,144,115,167,2015-12-05 10:11:14,2015-12-05 10:28:24,20153005083043-548,1,29.988349514563108
104,32,183,87,2015-12-05 10:19:12,2015-12-05 10:37:17,20155205095235-701,3,38.62119815668203
138,181,128,175,2015-12-05 19:36:58,2015-12-05 19:38:35,20150205040259-818,2P,35.628865979381445
138,181,128,175,2015-12-05 21:59:55,2015-12-05 22:01:21,20151405051416-248,2P,40.1860465116279
65,144,115,167,2015-12-05 17:56:08,2015-12-05 18:09:29,20154405054428-26,4,38.561797752808985
64,25,115,167,2015-12-06 00:22:36,2015-12-06 00:45:45,20155005115009-467,1,31.879049676025918
124,111,140,184,2015-12-06 01:00:30,2015-12-06 01:10:47,20150706120735-422,3,33.9578606158833
138,181,128,175,2015-12-06 14:36:00,2015-12-06 14:37:30,20153306063352-473,2P,38.4
138,181,128,175,2015-12-06 08:04:47,2015-12-06 08:06:15,20153606063650-287,2P,39.272727272727266
62,13,115,167,2015-12-06 07:36:54,2015-12-06 08:01:47,20153606073654-459,6,31.39450770261219
64,25,62,13,2015-12-06 10:42:29,2015-12-06 10:44:06,20151006101044-543,2,31.175257731958762
136,137,183,87,2015-12-06 12:29:49,2015-12-06 12:42:32,20152106112106-841,3,37.65137614678899
138,181,128,175,2015-12-06 21:04:57,2015-12-06 21:06:31,20154106054106-428,2P,36.76595744680851
65,144,17,67,2015-12-07 03:12:44,2015-12-07 03:25:35,20155307025324-839,4,36.70038910505836
64,25,115,167,2015-12-07 06:03:30,2015-12-07 06:26:24,20153107053125-715,1,32.227074235807855
65,144,115,167,2015-12-07 06:56:10,2015-12-07 07:10:56,20154107054150-318,2,34.862302483069975
138,181,128,175,2015-12-08 01:27:12,2015-12-08 01:28:59,20150007050005-262,2P,32.299065420560744
64,25,115,167,2015-12-08 00:17:47,2015-12-08 00:37:40,20154807114828-767,5,37.11651299245599
138,181,128,175,2015-12-08 16:32:02,2015-12-08 16:33:42,20152408122413-113,2P,34.56
64,25,115,167,2015-12-08 15:49:46,2015-12-08 16:11:52,20154608024634-811,3,33.393665158371036
138,181,128,175,2015-12-08 17:21:38,2015-12-08 17:23:15,20153208033255-321,2P,35.628865979381445
69,98,62,13,2015-12-08 16:14:19,2015-12-08 16:28:05,20155208035222-55,5,32.94915254237288
138,181,128,175,2015-12-08 18:03:45,2015-12-08 18:05:20,20152308042350-143,2P,36.37894736842105
124,111,140,184,2015-12-08 17:40:57,2015-12-08 17:52:00,20155508045555-761,1,31.601809954751126
65,144,17,67,2015-12-08 20:12:10,2015-12-08 20:24:55,20155308075300-140,1,36.98823529411764
104,32,183,87,2015-12-08 21:21:27,2015-12-08 21:40:40,20154208084255-257,1,36.343451864700775
65,144,115,167,2015-12-09 06:57:03,2015-12-09 07:12:01,20154309064357-666,6,34.39643652561247
64,25,62,13,2015-12-13 17:10:35,2015-12-13 17:11:59,20151509081503-433,3,36.0
138,181,128,175,2015-12-09 13:28:50,2015-12-09 13:30:16,20154009094046-755,2P,40.1860465116279
138,181,128,175,2015-12-09 17:21:37,2015-12-09 17:23:08,20153309023330-431,2P,37.97802197802198
104,32,183,87,2015-12-09 15:04:59,2015-12-09 15:26:41,20155309025344-113,1,32.18433179723502
115,167,62,13,2015-12-09 15:42:51,2015-12-09 16:04:12,20154209034251-421,6,36.59016393442623
64,25,62,13,2015-12-09 20:06:34,2015-12-09 20:08:18,20153209073227-957,2,29.076923076923077
64,25,62,13,2015-12-10 02:12:37,2015-12-10 02:14:07,20154410014439-243,1,33.599999999999994
104,32,183,87,2015-12-10 05:53:40,2015-12-10 06:15:04,20152210052208-675,1,32.63551401869158
138,181,128,175,2015-12-10 13:12:10,2015-12-10 13:13:59,20151310071301-518,2P,31.706422018348622
62,13,115,167,2015-12-10 11:11:30,2015-12-10 11:35:41,20151110111130-676,2,32.30323914541695
65,144,115,167,2015-12-10 13:25:21,2015-12-10 13:40:33,20154210124210-941,2,33.868421052631575
138,181,128,175,2015-12-10 20:33:31,2015-12-10 20:34:58,20151110011101-322,2P,39.724137931034484
104,32,183,87,2015-12-10 13:34:09,2015-12-10 13:56:08,20152210012245-940,4,31.76952236542835
138,181,128,175,2015-12-11 02:07:13,2015-12-11 02:09:03,20153710043759-580,2P,31.418181818181818
69,98,62,13,2015-12-11 05:11:18,2015-12-11 05:22:53,20155211045248-317,5,39.159712230215824
64,25,115,167,2015-12-11 10:46:15,2015-12-11 11:07:38,20151611101618-605,3,34.5128604832424
65,144,115,167,2015-12-11 10:33:58,2015-12-11 10:50:33,20151911101926-758,2,31.043216080402008
138,181,128,175,2015-12-11 15:28:43,2015-12-11 15:30:28,20153011123026-219,2P,32.91428571428571
64,25,62,13,2015-12-11 13:12:44,2015-12-11 13:14:15,20154311124300-456,5,33.230769230769226
138,181,128,175,2015-12-11 18:05:02,2015-12-11 18:06:50,20154011034024-556,2P,32.0
45,68,17,67,2015-12-11 16:25:42,2015-12-11 16:36:48,20151411041426-476,1,36.648648648648646
136,137,140,184,2015-12-12 13:08:49,2015-12-12 13:15:30,20154212074234-478,1,32.85785536159601
62,13,115,167,2015-12-12 09:26:16,2015-12-12 09:47:31,20152612092616-433,4,36.76235294117647
138,181,128,175,2015-12-12 14:51:40,2015-12-12 14:53:22,20154212124243-340,2P,33.88235294117647
138,181,128,175,2015-12-12 16:15:48,2015-12-12 16:17:25,20152612012636-355,2P,35.628865979381445
65,144,115,167,2015-12-12 15:39:50,2015-12-12 15:54:13,20152712032717-170,1,35.79142526071843
64,25,62,13,2015-12-12 23:11:16,2015-12-12 23:12:58,20153712103753-734,1,29.647058823529413
64,25,62,13,2015-12-13 01:42:54,2015-12-13 01:44:21,20151613011610-242,1,34.758620689655174
65,144,17,67,2015-12-13 05:27:45,2015-12-13 05:39:17,20154413044446-614,3,40.89017341040462
124,111,140,184,2015-12-13 10:32:51,2015-12-13 10:41:59,20155713085708-4,2,38.23357664233576
138,181,128,175,2015-12-13 14:24:08,2015-12-13 14:25:54,20155213095244-486,2P,32.60377358490566
138,181,128,175,2015-12-13 20:53:08,2015-12-13 20:54:38,20151313011356-56,2P,38.4
140,184,183,87,2015-12-13 13:20:56,2015-12-13 13:42:02,20152013012056-517,1,32.07582938388625
138,181,128,175,2015-12-13 16:04:07,2015-12-13 16:05:33,20152013022024-503,2P,40.1860465116279
138,181,128,175,2015-12-13 18:39:23,2015-12-13 18:41:07,20154113034158-162,2P,33.23076923076923
183,87,140,184,2015-12-13 22:38:31,2015-12-13 22:58:32,20153813103831-284,1,33.81182348043297
124,111,140,184,2015-12-14 01:10:22,2015-12-14 01:20:13,20151914121939-186,6,35.45177664974619
64,25,62,13,2015-12-14 10:32:56,2015-12-14 10:34:35,20150914070902-817,2,30.545454545454543
138,181,128,175,2015-12-14 11:21:17,2015-12-14 11:23:06,20152214082229-840,2P,31.706422018348622
65,144,17,67,2015-12-14 11:53:31,2015-12-14 12:05:28,20153514113533-131,3,39.46443514644351
138,181,128,175,2015-12-14 15:05:55,2015-12-14 15:07:18,20154414114435-629,2P,41.63855421686747
65,144,17,67,2015-12-14 15:55:53,2015-12-14 16:08:40,20153614033641-18,2,36.89178617992177
138,181,128,175,2015-12-14 19:53:54,2015-12-14 19:55:36,20150014040019-114,2P,33.88235294117647
65,144,115,167,2015-12-14 19:06:24,2015-12-14 19:22:24,20155214065227-368,3,32.175000000000004
183,87,140,184,2015-12-14 22:33:57,2015-12-14 22:53:12,20153314103357-720,4,35.15844155844155
104,32,183,87,2015-12-15 04:24:21,2015-12-15 04:46:43,20153915033936-509,6,31.22503725782414
104,32,183,87,2015-12-15 05:10:03,2015-12-15 05:31:37,20153815043822-450,2,32.38330757341576
138,181,128,175,2015-12-15 13:48:41,2015-12-15 13:50:05,20155515095548-2,2P,41.14285714285714
140,184,183,87,2015-12-15 10:04:16,2015-12-15 10:25:21,20150415100416-794,1,32.10118577075099
138,181,128,175,2015-12-15 13:38:57,2015-12-15 13:40:36,20153415103429-619,2P,34.90909090909091
64,25,62,13,2015-12-15 11:58:27,2015-12-15 11:59:59,20152915112943-779,1,32.869565217391305
65,144,115,167,2015-12-15 12:56:04,2015-12-15 13:09:50,20151915121901-407,2,37.39467312348668
124,111,140,184,2015-12-15 15:38:16,2015-12-15 15:48:55,20154315024321-314,3,32.78873239436619
